step,episode,avg_reward,win_rate,avg_ep_len,policy_loss,value_loss,entropy
352256,1147,5.1047628,0.5,280.83,-0.02453484630677849,1.9777277112007141,2.080478698015213
354304,1156,5.224682799999999,0.51,287.96,-0.0172055775183253,2.5508787259459496,2.009060025215149
356352,1161,4.7221988,0.47,299.14,-0.020759806327987462,0.2580281598493457,2.001833088696003
358400,1168,4.932600399999999,0.49,298.95,-0.019308358518173918,1.3734456598758698,2.062408924102783
360448,1176,5.0612312,0.5,294.96,-0.019852824392728508,1.5415815114974976,2.1185075789690018
362496,1183,5.0615148,0.5,298.48,-0.021007138915592805,1.7452941462397575,2.079915836453438
364544,1191,5.035922,0.5,297.45,-0.023107785149477422,1.9456617310643196,2.0344841182231903
366592,1203,5.2733628,0.52,284.14,-0.027152790076797828,3.328160136938095,2.072810396552086
368640,1208,4.9190956,0.49,284.24,-0.02288072125520557,0.21586419409140944,2.0801344215869904
370688,1213,4.780448,0.48,288.68,-0.01912245515268296,0.5905614653602242,2.1559380888938904
372736,1219,4.673984000000001,0.47,293.1,-0.02234203743864782,0.9341052509844303,2.088168203830719
374784,1224,4.6710868,0.47,296.14,-0.019981151446700096,0.9844712726771832,2.158714711666107
376832,1229,4.4134552,0.45,305.38,-0.02161238664848497,0.6012729294598103,2.1233072131872177
378880,1235,4.4134692,0.45,310.2,-0.019210830520023592,1.1334243826568127,2.187410518527031
380928,1241,4.332391599999999,0.44,309.29,-0.024401335685979575,0.11750560207292438,2.2472090423107147
382976,1246,3.9479035999999996,0.41,319.23,-0.018878282164223492,0.5650167856365442,2.1949393451213837
385024,1250,3.685344399999999,0.39,327.27,-0.02482852534740232,0.08608622755855322,2.266663432121277
387072,1256,3.4334484000000005,0.37,331.35,-0.02197776423417963,1.4607385955750942,2.243090271949768
389120,1261,3.674454,0.39,330.61,-0.018865413032472134,1.0058738999068737,2.233371749520302
391168,1267,3.6714252,0.39,328.29,-0.019863070803694427,0.9939834512770176,2.236049711704254
393216,1271,3.4297104000000003,0.37,339.44,-0.017474271764513105,0.5009655468165874,2.1801002770662308
395264,1282,3.5984051999999993,0.38,332.06,-0.022828927147202194,2.604628637433052,2.140044644474983
397312,1286,3.467608399999999,0.37,338.47,-0.02024312608409673,0.5348619017750025,2.1792962104082108
399360,1291,3.2108544,0.35,347.43,-0.02320388692896813,0.9313742518424988,2.1952510476112366
401408,1299,2.9523387999999993,0.33,348.63,-0.02348761461325921,1.7102672308683395,2.2320426255464554
403456,1303,2.6842916000000003,0.31,360.45,-0.02983134181704372,0.21145367110148072,2.21114519238472
405504,1311,3.0477768000000003,0.34,353.66,-0.02335217854124494,1.4937135223299265,2.167718008160591
407552,1318,3.2774931999999994,0.36,345.64,-0.023188493913039565,1.8021949380636215,2.197992816567421
409600,1323,3.1408428,0.35,345.75,-0.020937221124768257,0.5736073087900877,2.2353436052799225
411648,1329,3.1410607999999995,0.35,347.96,-0.024791859730612487,1.0162614062428474,2.250968411564827
413696,1336,3.1809983999999996,0.35,341.7,-0.022087651421315968,1.1969163790345192,2.2404956072568893
415744,1342,3.3081652000000004,0.36,334.69,-0.02314554003532976,0.5592197272926569,2.271981656551361
417792,1348,3.309390800000001,0.36,335.64,-0.019953240582253784,0.5900122616440058,2.297446087002754
419840,1353,3.4371956,0.37,331.66,-0.019998565781861544,0.9617354944348335,2.249683916568756
421888,1357,3.0474727999999995,0.34,340.11,-0.02858500275760889,0.12034141132608056,2.232552170753479
423936,1364,3.0709092000000004,0.34,338.36,-0.021136386785656214,1.0573983918875456,2.233028158545494
425984,1368,3.1866540000000003,0.35,343.0,-0.01983860624022782,0.9848795551806688,2.2746242582798004
428032,1378,3.1252464000000004,0.34,330.69,-0.022536975506227463,1.8616437911987305,2.224003568291664
430080,1388,3.3688628,0.36,321.43,-0.024150296405423433,2.3701367676258087,2.209703892469406
432128,1395,3.2852472000000006,0.35,318.26,-0.023214984859805554,1.0344895161688328,2.203104928135872
434176,1399,3.0405143999999997,0.33,329.35,-0.02366667630849406,0.12454190384596586,2.289081111550331
436224,1406,3.3009856,0.35,322.49,-0.02098627167288214,1.1520296446979046,2.2291896641254425
438272,1412,3.3078323999999997,0.35,324.65,-0.021646339358994737,0.9897618256509304,2.241797164082527
440320,1418,3.0821219999999996,0.33,330.86,-0.020581536897225305,0.9819613583385944,2.256263718008995
442368,1424,3.2531831999999996,0.34,324.31,-0.02032074931776151,0.9770020879805088,2.2793290317058563
444416,1429,3.2554612000000005,0.34,324.22,-0.022071887739002705,0.988854082301259,2.25434073805809
446464,1437,3.3205207999999997,0.35,326.92,-0.022425916336942464,1.6207517832517624,2.2218978703022003
448512,1444,3.5549908,0.37,324.1,-0.02293474570615217,1.462338998913765,2.2561924159526825
450560,1448,3.432016,0.36,327.61,-0.024794410113827325,0.1318494831211865,2.247823178768158
452608,1456,3.7959080000000007,0.39,315.12,-0.022662410920020193,2.1499170511960983,2.189450517296791
454656,1465,4.204602400000001,0.42,301.56,-0.02211907535092905,2.5576550886034966,2.1226542741060257
456704,1469,4.193448,0.42,305.22,-0.01848571572918445,0.5450952704995871,2.2491932660341263
458752,1475,4.1746555999999995,0.42,310.27,-0.020592563203535974,0.9608481675386429,2.2465842366218567
460800,1482,3.9217339999999994,0.4,320.89,-0.021500753529835492,1.4022048451006413,2.2360225468873978
462848,1488,4.1644708,0.42,323.67,-0.020836910785874352,2.096435032784939,2.196896553039551
464896,1495,4.153486,0.42,328.06,-0.020118135842494667,0.981163989752531,2.2100749611854553
466944,1499,4.1317992,0.42,329.84,-0.025006448035128415,0.1646317671984434,2.208976224064827
468992,1507,4.366646,0.44,324.4,-0.023694026036537252,2.2585931345820427,2.2056665420532227
471040,1514,4.3965688,0.44,317.42,-0.020030116895213723,1.3479340188205242,2.217844679951668
473088,1520,4.373847199999999,0.44,324.23,-0.020553885377012193,0.600908387452364,2.2371239960193634
475136,1527,4.5069892,0.45,317.37,-0.023498908180044964,2.134981520473957,2.259497508406639
477184,1532,4.523474,0.45,321.29,-0.021014679863583297,0.9785943031311035,2.237042337656021
479232,1539,4.5504316,0.45,321.75,-0.022056783258449286,1.294886026531458,2.2315450310707092
481280,1544,4.466650399999999,0.44,323.04,-0.017917971883434802,0.5526001043617725,2.23183773458004
483328,1550,4.5991539999999995,0.45,323.44,-0.019378385797608644,1.2947965376079082,2.2493064403533936
485376,1554,4.4703143999999995,0.44,331.08,-0.021041477855760604,0.5691363047808409,2.2295572459697723
487424,1563,4.320079600000001,0.43,330.38,-0.025225221063010395,1.9924172908067703,2.196537807583809
489472,1574,4.570136799999999,0.45,312.68,-0.02322069538058713,2.406285174190998,2.1678564697504044
491520,1583,4.951823599999998,0.48,302.4,-0.023327175993472338,2.3593101128935814,2.2103747725486755
493568,1588,4.5589844,0.45,309.37,-0.020941372320521623,0.9871195442974567,2.1531700640916824
495616,1592,4.4319108,0.44,318.48,-0.020584774669259787,0.5919461660087109,2.2207972407341003
497664,1597,4.538755200000001,0.45,315.94,-0.020882553537376225,0.2830190248787403,2.1869043111801147
499712,1605,4.6650612,0.46,307.33,-0.019229215919040143,1.4935661405324936,2.1883504688739777
500000,1606,4.537766400000001,0.45,312.25,-0.018498958373028174,0.5101895555853844,2.2333179116249084
