step,episode,avg_reward,win_rate,avg_ep_len,policy_loss,value_loss,entropy
163840,454,2.7192104,0.34,400.4,-0.011023289087461308,1.0044314190745354,2.3726110607385635
165888,459,2.8420131999999994,0.35,394.19,-0.010921871697064489,0.9779636152088642,2.3963865786790848
167936,464,2.5860264,0.33,402.19,-0.011493947531562299,0.13327037263661623,2.4242112934589386
169984,468,2.33984,0.31,408.16,-0.010915742546785623,0.10797512624412775,2.4236148297786713
172032,473,2.3267456,0.31,404.31,-0.008559661393519491,0.5694495821371675,2.426086038351059
174080,477,2.2017616,0.3,404.06,-0.008893554797396064,0.5461124791763723,2.461939588189125
176128,483,2.2146115999999996,0.3,412.69,-0.012328606040682644,1.4746695458889008,2.4202848225831985
178176,490,2.486398,0.32,404.83,-0.009971868363209069,1.8261978402733803,2.393893286585808
180224,497,2.6198167999999997,0.33,400.78,-0.010457395139383152,1.7723291292786598,2.4022320955991745
182272,501,2.7426528000000006,0.34,399.18,-0.007934647554066032,0.7365600951015949,2.4118616729974747
184320,505,2.7453363999999993,0.34,399.18,-0.007853378541767597,0.16768635669723153,2.379638135433197
186368,511,2.7437084,0.34,391.17,-0.011756508145481348,1.3518783375620842,2.4098444432020187
188416,519,3.0113808,0.36,381.58,-0.010676896607037634,1.737776018679142,2.330420807003975
190464,524,3.0147584,0.36,382.22,-0.00709683948662132,0.6451014373451471,2.3756238371133804
192512,529,2.7647972000000003,0.34,389.42,-0.00984395609702915,0.5783021971583366,2.390693783760071
194560,535,2.6369244000000003,0.33,391.93,-0.012585455377120525,1.0195799320936203,2.416414827108383
196608,540,3.0281616000000002,0.36,384.28,-0.013449964171741158,1.2802385054528713,2.3943397253751755
198656,546,3.1595732000000005,0.37,380.08,-0.011269920214544982,1.4163588285446167,2.3975103348493576
200000,548,2.8944976000000002,0.35,383.32,-0.009215595511098703,0.1190886590629816,2.390178104241689
